eig1   eig2   A
(-0.534561206666+0j) (-0.998011023738+0j) 0.20757
(-0.534226968667+0j) (-0.998635427273+0j) 0.20758
(-0.533893612721+0j) (-0.999258961718+0j) 0.20759
(-0.533561133427+0j) (-0.999881632475+0j) 0.2076
(-0.533229525435+0j) (-1.00050344489+0j) 0.20761
(-0.532898783452+0j) (-1.00112440426+0j) 0.20762
(-0.532568902235+0j) (-1.00174451583+0j) 0.20763
(-0.532239876593+0j) (-1.00236378479+0j) 0.20764
(-0.531911701387+0j) (-1.00298221627+0j) 0.20765
(-0.531584371527+0j) (-1.00359981537+0j) 0.20766
(-0.531257881974+0j) (-1.00421658712+0j) 0.20767
(-0.530932227737+0j) (-1.00483253652+0j) 0.20768
(-0.530607403873+0j) (-1.00544766851+0j) 0.20769
(-0.530283405488+0j) (-1.00606198798+0j) 0.2077
(-0.529960227734+0j) (-1.00667549978+0j) 0.20771
(-0.529637865809+0j) (-1.00728820871+0j) 0.20772
(-0.529316314958+0j) (-1.00790011953+0j) 0.20773
(-0.528995570471+0j) (-1.00851123695+0j) 0.20774
(-0.528675627681+0j) (-1.00912156563+0j) 0.20775
(-0.528356481967+0j) (-1.0097311102+0j) 0.20776
(-0.52803812875+0j) (-1.01033987523+0j) 0.20777
(-0.527720563494+0j) (-1.01094786526+0j) 0.20778
(-0.527403781707+0j) (-1.01155508478+0j) 0.20779
(-0.527087778935+0j) (-1.01216153824+0j) 0.2078
(-0.52677255077+0j) (-1.01276723006+0j) 0.20781
(-0.526458092841+0j) (-1.0133721646+0j) 0.20782
(-0.526144400818+0j) (-1.0139763462+0j) 0.20783
(-0.525831470412+0j) (-1.01457977914+0j) 0.20784
(-0.525519297371+0j) (-1.01518246767+0j) 0.20785
(-0.525207877484+0j) (-1.01578441601+0j) 0.20786
(-0.524897206576+0j) (-1.01638562833+0j) 0.20787
(-0.52458728051+0j) (-1.01698610877+0j) 0.20788
(-0.524278095188+0j) (-1.01758586142+0j) 0.20789
(-0.523969646547+0j) (-1.01818489035+0j) 0.2079
(-0.52366193056+0j) (-1.01878319958+0j) 0.20791
(-0.523354943238+0j) (-1.01938079311+0j) 0.20792
(-0.523048680624+0j) (-1.01997767489+0j) 0.20793
(-0.522743138799+0j) (-1.02057384883+0j) 0.20794
(-0.522438313878+0j) (-1.02116931883+0j) 0.20795
(-0.522134202009+0j) (-1.02176408874+0j) 0.20796
(-0.521830799373+0j) (-1.02235816237+0j) 0.20797
(-0.521528102186+0j) (-1.02295154351+0j) 0.20798
(-0.521226106697+0j) (-1.02354423591+0j) 0.20799
(-0.520924809187+0j) (-1.02413624329+0j) 0.208
(-0.520624205967+0j) (-1.02472756933+0j) 0.20801
(-0.520324293383+0j) (-1.0253182177+0j) 0.20802
(-0.52002506781+0j) (-1.02590819201+0j) 0.20803
(-0.519726525655+0j) (-1.02649749586+0j) 0.20804
(-0.519428663355+0j) (-1.02708613281+0j) 0.20805
(-0.519131477378+0j) (-1.02767410639+0j) 0.20806
(-0.518834964222+0j) (-1.02826142012+0j) 0.20807
(-0.518539120412+0j) (-1.02884807744+0j) 0.20808
(-0.518243942506+0j) (-1.02943408183+0j) 0.20809
(-0.517949427087+0j) (-1.03001943668+0j) 0.2081
(-0.51765557077+0j) (-1.03060414538+0j) 0.20811
(-0.517362370195+0j) (-1.0311882113+0j) 0.20812
(-0.517069822033+0j) (-1.03177163776+0j) 0.20813
(-0.51677792298+0j) (-1.03235442807+0j) 0.20814
(-0.516486669759+0j) (-1.0329365855+0j) 0.20815
(-0.516196059122+0j) (-1.0335181133+0j) 0.20816
(-0.515906087847+0j) (-1.03409901469+0j) 0.20817
(-0.515616752736+0j) (-1.03467929288+0j) 0.20818
(-0.51532805062+0j) (-1.03525895102+0j) 0.20819
(-0.515039978355+0j) (-1.03583799227+0j) 0.2082
(-0.51475253282+0j) (-1.03641641974+0j) 0.20821
(-0.514465710922+0j) (-1.03699423653+0j) 0.20822
(-0.514179509591+0j) (-1.0375714457+0j) 0.20823
(-0.513893925783+0j) (-1.03814805031+0j) 0.20824
(-0.513608956477+0j) (-1.03872405336+0j) 0.20825
(-0.513324598677+0j) (-1.03929945787+0j) 0.20826
(-0.513040849411+0j) (-1.03987426679+0j) 0.20827
(-0.512757705728+0j) (-1.04044848309+0j) 0.20828
(-0.512475164703+0j) (-1.04102210968+0j) 0.20829
(-0.512193223433+0j) (-1.04159514946+0j) 0.2083
(-0.511911879037+0j) (-1.04216760533+0j) 0.20831
(-0.511631128658+0j) (-1.04273948013+0j) 0.20832
(-0.51135096946+0j) (-1.0433107767+0j) 0.20833
(-0.51107139863+0j) (-1.04388149786+0j) 0.20834
(-0.510792413375+0j) (-1.0444516464+0j) 0.20835
(-0.510514010925+0j) (-1.04502122508+0j) 0.20836
(-0.510236188531+0j) (-1.04559023665+0j) 0.20837
(-0.509958943465+0j) (-1.04615868385+0j) 0.20838
(-0.509682273021+0j) (-1.04672656939+0j) 0.20839
(-0.50940617451+0j) (-1.04729389593+0j) 0.2084
(-0.509130645268+0j) (-1.04786066617+0j) 0.20841
(-0.508855682647+0j) (-1.04842688273+0j) 0.20842
(-0.508581284023+0j) (-1.04899254824+0j) 0.20843
(-0.508307446789+0j) (-1.04955766532+0j) 0.20844
(-0.508034168358+0j) (-1.05012223654+0j) 0.20845
(-0.507761446162+0j) (-1.05068626448+0j) 0.20846
(-0.507489277655+0j) (-1.05124975168+0j) 0.20847
(-0.507217660305+0j) (-1.05181270068+0j) 0.20848
(-0.506946591603+0j) (-1.05237511397+0j) 0.20849
(-0.506676069057+0j) (-1.05293699406+0j) 0.2085
(-0.506406090193+0j) (-1.05349834342+0j) 0.20851
(-0.506136652556+0j) (-1.0540591645+0j) 0.20852
(-0.505867753708+0j) (-1.05461945974+0j) 0.20853
(-0.505599391231+0j) (-1.05517923156+0j) 0.20854
(-0.505331562721+0j) (-1.05573848236+0j) 0.20855
(-0.505064265794+0j) (-1.05629721453+0j) 0.20856
(-0.504797498083+0j) (-1.05685543043+0j) 0.20857
(-0.504531257238+0j) (-1.05741313241+0j) 0.20858
(-0.504265540926+0j) (-1.05797032281+0j) 0.20859
(-0.504000346831+0j) (-1.05852700394+0j) 0.2086
(-0.503735672652+0j) (-1.0590831781+0j) 0.20861
(-0.503471516105+0j) (-1.05963884758+0j) 0.20862
(-0.503207874925+0j) (-1.06019401464+0j) 0.20863
(-0.50294474686+0j) (-1.06074868153+0j) 0.20864
(-0.502682129674+0j) (-1.0613028505+0j) 0.20865
(-0.502420021149+0j) (-1.06185652374+0j) 0.20866
(-0.50215841908+0j) (-1.06240970348+0j) 0.20867
(-0.50189732128+0j) (-1.0629623919+0j) 0.20868
(-0.501636725576+0j) (-1.06351459117+0j) 0.20869
(-0.501376629809+0j) (-1.06406630345+0j) 0.2087
(-0.501117031838+0j) (-1.06461753088+0j) 0.20871
(-0.500857929535+0j) (-1.06516827559+0j) 0.20872
(-0.500599320786+0j) (-1.06571853969+0j) 0.20873
(-0.500341203493+0j) (-1.06626832528+0j) 0.20874
(-0.500083575573+0j) (-1.06681763444+0j) 0.20875
(-0.499826434955+0j) (-1.06736646925+0j) 0.20876
(-0.499569779584+0j) (-1.06791483176+0j) 0.20877
(-0.499313607419+0j) (-1.06846272401+0j) 0.20878
(-0.499057916432+0j) (-1.06901014802+0j) 0.20879
(-0.49880270461+0j) (-1.06955710582+0j) 0.2088
(-0.498547969952+0j) (-1.07010359939+0j) 0.20881
(-0.498293710472+0j) (-1.07064963074+0j) 0.20882
(-0.498039924197+0j) (-1.07119520182+0j) 0.20883
(-0.497786609168+0j) (-1.07174031461+0j) 0.20884
(-0.497533763437+0j) (-1.07228497104+0j) 0.20885
(-0.49728138507+0j) (-1.07282917305+0j) 0.20886
(-0.497029472148+0j) (-1.07337292256+0j) 0.20887
(-0.496778022761+0j) (-1.07391622148+0j) 0.20888
(-0.496527035016+0j) (-1.0744590717+0j) 0.20889
(-0.496276507028+0j) (-1.07500147511+0j) 0.2089
(-0.496026436928+0j) (-1.07554343357+0j) 0.20891
(-0.495776822858+0j) (-1.07608494895+0j) 0.20892
(-0.495527662973+0j) (-1.07662602309+0j) 0.20893
(-0.495278955437+0j) (-1.07716665782+0j) 0.20894
(-0.49503069843+0j) (-1.07770685496+0j) 0.20895
(-0.494782890142+0j) (-1.07824661633+0j) 0.20896
(-0.494535528775+0j) (-1.07878594373+0j) 0.20897
(-0.494288612542+0j) (-1.07932483893+0j) 0.20898
(-0.49404213967+0j) (-1.07986330371+0j) 0.20899
(-0.493796108393+0j) (-1.08040133984+0j) 0.209
(-0.493550516961+0j) (-1.08093894907+0j) 0.20901
(-0.493305363632+0j) (-1.08147613314+0j) 0.20902
(-0.493060646678+0j) (-1.08201289377+0j) 0.20903
(-0.492816364379+0j) (-1.08254923269+0j) 0.20904
(-0.492572515028+0j) (-1.08308515161+0j) 0.20905
(-0.492329096928+0j) (-1.08362065221+0j) 0.20906
(-0.492086108394+0j) (-1.08415573619+0j) 0.20907
(-0.491843547749+0j) (-1.08469040523+0j) 0.20908
(-0.49160141333+0j) (-1.08522466098+0j) 0.20909
(-0.491359703481+0j) (-1.0857585051+0j) 0.2091
(-0.49111841656+0j) (-1.08629193923+0j) 0.20911
(-0.490877550933+0j) (-1.08682496501+0j) 0.20912
(-0.490637104975+0j) (-1.08735758406+0j) 0.20913
(-0.490397077075+0j) (-1.08788979799+0j) 0.20914
(-0.490157465629+0j) (-1.08842160841+0j) 0.20915
(-0.489918269043+0j) (-1.08895301692+0j) 0.20916
(-0.489679485734+0j) (-1.08948402508+0j) 0.20917
(-0.489441114129+0j) (-1.09001463448+0j) 0.20918
(-0.489203152663+0j) (-1.09054484668+0j) 0.20919
(-0.488965599783+0j) (-1.09107466323+0j) 0.2092
(-0.488728453944+0j) (-1.09160408569+0j) 0.20921
(-0.48849171361+0j) (-1.09213311557+0j) 0.20922
(-0.488255377255+0j) (-1.09266175442+0j) 0.20923
(-0.488019443362+0j) (-1.09319000374+0j) 0.20924
(-0.487783910425+0j) (-1.09371786505+0j) 0.20925
(-0.487548776944+0j) (-1.09424533984+0j) 0.20926
(-0.487314041431+0j) (-1.0947724296+0j) 0.20927
(-0.487079702405+0j) (-1.09529913581+0j) 0.20928
(-0.486845758394+0j) (-1.09582545995+0j) 0.20929
(-0.486612207937+0j) (-1.09635140347+0j) 0.2093
(-0.486379049578+0j) (-1.09687696783+0j) 0.20931
(-0.486146281874+0j) (-1.09740215447+0j) 0.20932
(-0.485913903388+0j) (-1.09792696483+0j) 0.20933
(-0.485681912691+0j) (-1.09845140034+0j) 0.20934
(-0.485450308364+0j) (-1.09897546242+0j) 0.20935
(-0.485219088995+0j) (-1.09949915248+0j) 0.20936
(-0.484988253183+0j) (-1.10002247191+0j) 0.20937
(-0.484757799532+0j) (-1.10054542213+0j) 0.20938
(-0.484527726657+0j) (-1.1010680045+0j) 0.20939
(-0.484298033178+0j) (-1.10159022042+0j) 0.2094
(-0.484068717725+0j) (-1.10211207124+0j) 0.20941
(-0.483839778938+0j) (-1.10263355834+0j) 0.20942
(-0.48361121546+0j) (-1.10315468306+0j) 0.20943
(-0.483383025947+0j) (-1.10367544676+0j) 0.20944
(-0.483155209058+0j) (-1.10419585076+0j) 0.20945
(-0.482927763464+0j) (-1.10471589641+0j) 0.20946
(-0.482700687841+0j) (-1.10523558502+0j) 0.20947
(-0.482473980874+0j) (-1.10575491791+0j) 0.20948
(-0.482247641255+0j) (-1.10627389639+0j) 0.20949
(-0.482021667682+0j) (-1.10679252176+0j) 0.2095
(-0.481796058864+0j) (-1.10731079531+0j) 0.20951
(-0.481570813514+0j) (-1.10782871832+0j) 0.20952
(-0.481345930354+0j) (-1.10834629208+0j) 0.20953
(-0.481121408114+0j) (-1.10886351785+0j) 0.20954
(-0.480897245528+0j) (-1.10938039691+0j) 0.20955
(-0.48067344134+0j) (-1.1098969305+0j) 0.20956
(-0.480449994301+0j) (-1.11041311988+0j) 0.20957
(-0.480226903167+0j) (-1.11092896628+0j) 0.20958
(-0.480004166704+0j) (-1.11144447095+0j) 0.20959
(-0.479781783683+0j) (-1.11195963511+0j) 0.2096
(-0.479559752881+0j) (-1.11247445998+0j) 0.20961
(-0.479338073084+0j) (-1.11298894679+0j) 0.20962
(-0.479116743082+0j) (-1.11350309673+0j) 0.20963
(-0.478895761676+0j) (-1.11401691101+0j) 0.20964
(-0.478675127669+0j) (-1.11453039082+0j) 0.20965
(-0.478454839874+0j) (-1.11504353735+0j) 0.20966
(-0.478234897109+0j) (-1.11555635179+0j) 0.20967
(-0.478015298198+0j) (-1.1160688353+0j) 0.20968
(-0.477796041973+0j) (-1.11658098906+0j) 0.20969
(-0.477577127271+0j) (-1.11709281423+0j) 0.2097
(-0.477358552936+0j) (-1.11760431197+0j) 0.20971
(-0.477140317819+0j) (-1.11811548342+0j) 0.20972
(-0.476922420777+0j) (-1.11862632972+0j) 0.20973
(-0.476704860671+0j) (-1.11913685202+0j) 0.20974
(-0.476487636371+0j) (-1.11964705145+0j) 0.20975
(-0.476270746753+0j) (-1.12015692913+0j) 0.20976
(-0.476054190696+0j) (-1.12066648617+0j) 0.20977
(-0.475837967089+0j) (-1.1211757237+0j) 0.20978
(-0.475622074824+0j) (-1.12168464282+0j) 0.20979
(-0.475406512801+0j) (-1.12219324463+0j) 0.2098
(-0.475191279925+0j) (-1.12270153021+0j) 0.20981
(-0.474976375106+0j) (-1.12320950068+0j) 0.20982
(-0.474761797261+0j) (-1.1237171571+0j) 0.20983
(-0.474547545313+0j) (-1.12422450055+0j) 0.20984
(-0.47433361819+0j) (-1.12473153211+0j) 0.20985
(-0.474120014825+0j) (-1.12523825283+0j) 0.20986
(-0.473906734159+0j) (-1.12574466379+0j) 0.20987
(-0.473693775136+0j) (-1.12625076604+0j) 0.20988
(-0.473481136707+0j) (-1.12675656062+0j) 0.20989
(-0.473268817828+0j) (-1.12726204859+0j) 0.2099
(-0.473056817461+0j) (-1.12776723096+0j) 0.20991
(-0.472845134572+0j) (-1.12827210879+0j) 0.20992
(-0.472633768135+0j) (-1.1287766831+0j) 0.20993
(-0.472422717127+0j) (-1.12928095491+0j) 0.20994
(-0.472211980531+0j) (-1.12978492523+0j) 0.20995
(-0.472001557336+0j) (-1.13028859508+0j) 0.20996
(-0.471791446535+0j) (-1.13079196546+0j) 0.20997
(-0.471581647128+0j) (-1.13129503738+0j) 0.20998
(-0.471372158118+0j) (-1.13179781183+0j) 0.20999
